doi_prefix,publisher_2022,publisher_2013
10.46855,Applied Energy Innovation Institute (AEii),
10.46857,University of Toamasina,
10.46856,Pan American League of Associations of Rheumatology (PANLAR),
10.46807,Pusat Penelitian Badan Keahlian Sekretariat Jenderal DPR RI,
10.46809,Global Talent Academy,
10.46808,Politeknik Indonusa Surakarta,
10.46806,Institut Bisnis dan Informatika Kwik Kian Gie,
10.46811,Academy of Health Professionals,
10.46810,"Turk Doga ve Fen Dergisi, Bingol University",
10.46889,Athenaeum Scientific Publishers,
10.51221,University of South Carolina Libraries,
10.47790,Instituto de Estudios Turolenses,
10.46913,NNC Institute of Beekeeping named after P.I. Prokopovich,
10.46813,Problems of Atomic Science and Technology,
10.46812,Revista Agora,
10.47101,Sociedad Espanola de Historia de las Ciencias y las Tecnicas,
10.46816,Asosiasi Pengajar Hukum Adat Indonesia,
10.46815,Akademi Keperawatan Ngesti Waluyo Temanggung,
10.46817,Sekolah Tinggi Teologi Kalimantan,
10.46818,Centro de Estudos Juridicos da Procuradoria Geral do Estado do Rio de Janeiro,
10.46819,Tanc es Neveles,
10.46887,Northwest Territories Geological Survey,
10.32028,Archaeopress Publishing Ltd,
10.47486,Australian Research Data Commons (ARDC),
10.46821,Universitas Bhayangkara Surabaya,
10.54732,Universitas Bhayangkara Surabaya,
10.46822,STKIP Muhammadiyah Sampit,
10.46824,GAW Bukit Kototabang - Badan Meteorologi Klimatologi dan Geofisika,
10.46823,Institute for Historical Studies at Chung-Ang University,
10.46832,Journal of Mines Metals and Fuels,
10.46833,Revista Paulista de Reumatologia,
10.47536,International Whaling Commission,
10.46990,Invepy y Asociados S.C.,
10.46885,Nucleo de Desenvolvimento dos Tecnicos de Radiologia,
10.47190,Universidad Nacional de Juliaca,
10.46841,Institutul de Cercetare a Calitatii Vieti,
10.46839,Sekolah Tinggi Ilmu Hukum Sumpah Pemuda Palembang,
10.46834,Association of Korean Modern and Contemporary Art History,
10.46842,"Cientifica, Revista Mexicana de Ingenieria Electromecanica y de Sistemas, IPN",
10.46836,Arsip Nasional Republik Indonesia,
10.46837,Politeknik Internasional Bali,
10.46844,BLITHE Research Initiative,
10.46843,Yayasan Keluarga Guru Mandiri,
10.46845,Kaliningrad State Technical University,
10.46835,Seoul Institute of Economic Research,
10.46838,MAN Insan Cendekia Jambi,
10.46840,"Centro de diseno, cine y television",
10.46846,Politeknik Meta Industri Cikarang,
10.46847,Ukrainian Military Medical Academy,
10.46848,Revista Teorico-Pratico,
10.46849,"Journal of Economics and Administrative Sciences, Giresun University",
10.46993,Mohammed Bin Rashid School of Government,
10.46944,ASP Editions,
10.46950,The Representative Office of the Institute for War and Peace Reporting in Kyrgyzstan,
10.47152,Institute of Criminological and Sociological Research,
10.46988,Gulf University,
10.46865,ISOASPSH of N.D. Kondratieff,
10.46862,Fakultas Kedokteran Gigi Universitas Mahasaraswati Denpasar,
10.46864,Joint Institute of Mechanical Engineering of the National Academy of Sciences of Belarus,
10.13141,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.25372,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.34647,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.52413,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.25367,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.25366,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.52412,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.52411,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.52414,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.25368,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.25531,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.52410,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.25371,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.25370,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.25369,"Sachsische Landesbibliothek, Staats- und Universitatsbibliothek Dresden",
10.46892,Achieve Behavioral Health,
10.46886,Knowledge Words Publications,
10.46909,University of Life Sciences in Iasi,
10.46866,"Journal of Social Sciences, Humanities and Research in Education (JOSSHE)",
10.46949,Heyttu,
10.47119,International Journal of Research Publications,
10.47832,Rimar Academy Egitim Arastirma ve Danismanlik Limited Sirketi,
10.46945,Bangladesh Physiotherapy Association (BPA),
10.53562,Turtle Conservation and Research Programme Foundation,
10.46914,Turan University,
10.46910,American Bilingual University,
10.46912,Cprint Publishers (CPP),
10.46997,Sociedad Medica Ecuatoriana de Neurologia,
10.46873,Głowny Instytut Gornictwa (Central Mining Institute),
10.46870,STAIN Majene,
10.46869,The State Institution - Institute of World History of the National Academy of Sciences of Ukraine,
10.46871,Gaziantep Islam Science and Technology University,
10.46868,Akademik Tarih ve Dusunce Dergisi,
10.46874,Komisi Pemilihan Umum Republik Indonesia,
10.46875,Faculdade do Centro Oeste Paulista,
10.46877,Mecila Working Papers Series,
10.46879,Institute for Medical Radiology and Oncology of NAMS of Ukraine,
10.46876,Journal of Agriculture,
10.46880,"METHOMIKA:Jurnala Manajemen Informatika dan Komputerisasi Akuntansi, Universitas Methodist Indonesia",
10.46898,Rfb Editora,
10.47051,Tropical Herping,
10.46915,Zero Prod. Ltd. Sti.,
10.46947,Jamal Mohamed College,
10.46890,Science Letters,
10.46894,The Korean Association for Immigration Policy and Administration,
10.46893,UYEP Merkezi,
10.46896,Journal of Islamic Civilization and Culture,
10.46897,Uluslararasi hayvancilik arastirma ve egitim merkezi mudurlugu Livestock Studies dergisi,
10.46895,Mita Society for Library and Information Science,
10.47234,Sociedad Matematica Mexicana A.C.,
10.47186,Universidad Privada de Huancayo Franklin Roosevelt,
10.54121,Dasson Publication,
10.46903,Gomal Journal of Medical Sciences,
10.46902,Folha de Rosto: Revista de Biblioteconomia e Ciencia da Informacao,
10.46899,"Jurnal Ekonomi Dan Perbankan Syariah, STEI SEBI",
10.46900,Archives of Pediatric Neurosurgery,
10.46904,Editura Electra,
10.46901,Defensoria Publica da Uniao,
10.46906,CAOS Revista Eletronica de Ciencias Sociais,
10.46907,"Social Integration Research Center, Kangwon National University",
10.47050,Fundacja Rozwoju Systemu Edukacji,
10.47081,Neuroscience Society of Nigeria,
10.46918,Universitas Muslim Maros,
10.46917,VERN University,
10.47082,European University Foundation,
10.46920,Russian Energy Agency,
10.52815,Russian Energy Agency,
10.47010,The Russian Journal of Cognitive Science,
10.46996,International Institute of Administrative Sciences,
10.46916,ICSP - New Science,
10.14624,"Neurologie & Rehabilitation, Hippocampus Verlag",
10.46921,"Instituto Federal de Educacao, Ciencia e Tecnologia do Triangulo Mineiro",
10.47348,Juta and Company (Pty) Ltd,
10.46922,Personnel Training Institute of the State Employment Service of Ukraine,
10.46999,"Duolingo, Inc.",
10.47181,University of Zurich,
10.47038,Truman Pierce Institute,
10.46924,"Jurnal Ilmu Hukum Kyadiren, Sekolah Tinggi Ilmu Hukum Biak, Papua",
10.46926,MusMat,
10.46923,Universitas Teknologi Yogyakarta,
10.46927,Gheorghe-Gavrila Hognogi,
10.46929,Sekolah Tinggi Teologi Baptis Jakarta,
10.46931,"Archivum Anatolicum, Ankara University",
10.46928,"Sosyal Bilimler Dergisi, Istanbul Ticaret Universitesi",
10.46930,Universitas Darma Agung,
10.54551,Universitas Darma Agung,
10.46934,Ikatan Prostodonsia Indonesia,
10.46933,"Diegesis: Jurnal Teologi, STT Bethel Indonesia",
10.46935,University of Georgia Press,
10.46989,AquacultureHub,
10.46942,Studia Iurisprudentiae Doctorandorum Miskolciensium,
10.46941,European Integration Studies,
10.47036,Scholar Chatter Society of Academic Publishers,
10.47037,Applied Computational Electromagnetics Society,
10.46998,International Journal of Clinical Studies and Medical Case Reports,
10.12765,German Federal Institute for Population Research,
10.47116,Future Convergence Technology Research Society,
10.52598,International Association for the Psychology of Language Learning,
10.47039,Badan Penelitian dan Pengembangan Daerah Provinsi Papua Barat,
10.47052,Publicar Editorial Medica,
10.47060,Austrian Association for American Studies,
10.46954,Facultad de Humanidades de la Universidad de San Carlos de Guatemala,
10.46953,Yonetim Hizmetleri Genel Mudurlugu,
10.46952,Revista Brasileira de Ensino de Jornalismo (Rebej),
10.46959,"Journal of Empirical Economics and Social Sciences, Bandirma Onyedi Eylul University",
10.46958,Revista Clinica Veterinaria,
10.52752,"Journal of the Sylhet Agricultural University, Sylhet Agricultural University",
10.47122,Vietnam Association of Diabetes and Endocrinology,
10.47655,Badan Litbang dan Diklat Kementerian Agama RI,
10.47067,South Punjab Center for Research and Development (SPCRD),
10.48029,The Trained Nurses Association of India,
10.46965,"Jurnal Christian Humaniora, Institut Agama Kristen Negeri Tarutung",
10.46969,"Turkish Journal of Womens Health and Neonatology, University of Health Sciences",
10.46964,Center for Research and Community Service at the State Polytechnic of Samarinda,
10.46968,Al-Darah,
10.46970,International Forum of Management Scholars,
10.46963,STAI Auliaurrasyidin Tembilahan,
10.46962,"Journal FORTEI-JEERI, Forum Pendidikan Tinggi Teknik Elektro Indonesia",
10.46961,Politeknik Negeri Media Kreatif,
10.46967,The Korean Society for the Economics and Finance of Education,
10.46966,Research and Education Development (READ) Institute,
10.46972,Korolov Zhytomyr Military Institute,
10.46973,"Vestnik RGUPS, Rostov State Transport University",
10.46971,Ankara Saglik Bilimleri Dergisi,
10.47586,Dr. JK Research Foundation,
10.47023,Tree of Evolution,
10.53072,"INET-md, Faculdade de Motricidade Humana, Universidade de Lisboa",
10.46975,Sekolah Tinggi Manajemen Immi,
10.46976,Pusat Penelitian dan Pengembangan Polri,
10.46974,Sekolah Tinggi Teologi Sriwijaya,
10.47053,Joint Data Center on Forced Displacement,
10.22789,The Institute of Legal Studies Inha University,
10.5682,Editura Universitara,
10.46982,Global Journal of Medical Therapeutics,
10.46985,"Kathmandu School of Law Review, Kathmandu School of Law, Nepal",
10.46984,STMIK Widya Cipta Dharma,
10.46979,Revista Brasileira de Neurologia,
10.46977,Lincoln Research and Publications Limited,
10.46978,Larix International,
10.46983,Korean Association of Probation and Parole Services,
10.46980,Nordmedizdat,
10.46987,Association Research Center Peresvet,
10.47041,Orpheus Instituut,
10.47063,"Ss. Cyril and Methodius University in Skopje, Faculty of Economics-Skopje",
10.51201,ADD Technologies,
10.47059,Centivens Institute of Innovative Research,
10.51971,Kemala Indonesia Publisher,
10.47114,Indian Society of Soil Survey and Land Use Planning,
10.47035,Facultad de Teologia de Granada,
10.47034,"Faculty of Public Health, University Indonesia",
10.47003,Asociacion Uruguaya Historia Economica,
10.47002,Universitas Mulia,
10.47001,International Research Journal of Innovations in Engineering and Technology,
10.47000,"Turkish Journal of Mathematics and Computer Science, Association of Mathematicians",
10.52217,STKIP PGRI Bandar Lampung,
10.47006,"Jurnal Edu Riligia, Pascasarjana UIN Sumatera Utara Medan",
10.47005,Associacao Brasileira de Medicina Legal e Pericias Medicas,
10.47007,Universitas Esa Unggul,
10.47008,"College of Medicine and Health Science, DireDawa University",
10.47009,Society for Healthcare & Research Development,
10.47391,Pakistan Medical Association,
10.47194,Indonesian Operations Research Association,
10.14464,Chemnitz University of Technology,
10.51382,Chemnitz University of Technology,
10.21935,Chemnitz University of Technology,
10.47113,NHS Future-Focused Finance,
10.47022,Backup Books Editora,
10.47018,Asia Counselling and Coaching Society,
10.47020,Locality and Communication,
10.47019,Centre on African Philanthropy and Social Investment,
10.47021,Papanin Institute for Biology of Inland Waters Russian Academy of Sciences,
10.47061,"Presencing Institute, Inc.",
10.47277,Dorma Trading Est,
10.47062,Save the Environment,
10.47192,Instituto de Innovacion y Formacion Cientifica,
10.47106,Root Work Journal,
10.47024,Sekolah Tinggi Manajemen Informatika dan Komputer GICI,
10.47028,Kelompok Peneliti Muda Universitas Negeri Jakarta,
10.47025,Seminari Tinggi St. Fransiskus Xaverius Ambon,
10.47026,I.N. Ulianov Chuvash State University,
10.47030,STISIP Muhammadiyah Sinjai,
10.47064,"Science Wiki, Inc.",
10.47033,Informatic and Data Science Journal STMIK Muhammadiyah Banten,
10.47044,Revista Epicas,
10.47043,Asosiasi Filsafat Teologi Indonesia dan Asosiasi Ahli Filsafat Keilahian Indonesia,
10.47042,Critical Social Welfare Academy,
10.47205,Pakistan Social Sciences Research Institute (PSSRI),
10.47189,Universidad Tecnologica Empresarial de Guayaquil,
10.47378,ASBM University,
10.47109,Sciami,
10.47048,Korea Association of World History and Culture,
10.47049,Marine Engineering Bureau,
10.47047,Cahaya Surya,
10.47811,Khesar Gyalpo University of Medical Sciences of Bhutan,
10.47054,"Faculty of Philosophy, Skopje",
10.47484,Telegeco,
10.47223,International Research Journal of Ayurveda & Yoga,
10.47344,"Suleyman Demirel University, Kaskelen, Kazakhstan",
10.54262,Al-Riaz Quranic Research Centre,
10.47057,The Society of Korean Literary Creative Writing,
10.47058,"Journal of the Academy, Asociacion de Universidades del Peru",
10.47056,Publishing House RAMS,
10.47055,Ural State University of Architecture and Art,
10.47108,Journal of Ideas in Health,
10.47111,"Jurusan Teknik Informatika, Universitas Palangka Raya",
10.47151,Sekolah Tinggi Ilmu Ekonomi Wira Bhakti Makassar,
10.47290,FLE Learning Ltd,
10.47150,Logical Creations (Private) Limited,
10.47231,"Covenant University, Ota, Nigeria",
10.47104,EE Publisher,
10.47066,Associacao Brasileira de Fisioterapia Cardiorrespiratoria e Fisioterapia em Terapia Intensiva,
10.47065,Forum Kerjasama Pendidikan Tinggi (FKPT),
10.47177,Institute for Global Business Research,
10.47260,Scientific Press International Limited,
10.47072,"Demiryolu Muhendisligi Dergisi, Demiryolu Muhendisleri Dernegi",
10.47071,Shri Prasanna Vitthala Education and Charitable Trust (Reg),
10.47133,Kuaarara,
10.47196,Editorial Biotecnologica S.R.L.,
10.47184,Trillium GmbH Medizinischer Fachverlag,
10.52036,Slovak Centre of Scientific and Technical Information Publications,
10.47185,Institucion Universitaria Digital de Antioquia,
10.47079,Madl Ferenc Osszehasonlito Jogi Intezet,
10.54237,Madl Ferenc Osszehasonlito Jogi Intezet,
10.47080,Universitas Banten Jaya,
10.47078,Central European Journal of Comparative Law,
10.47076,Perhimpunan Intelektual Muslim Indonesia,
10.47077,STAI An-Najah Indonesia Mandiri Sidoarjo,
10.47278,Unique Scientific Publishers,
10.47083,Cadernos de Astronomia,
10.47084,Middle East Studies Center (MESC),
10.47435,Institut Agama Islam Muhammadiyah Sinjai,
10.47226,Tennessee Academy of Science,
10.48039,Technical University of Mombasa,
10.47089,idil Ural Arastirmalari Dergisi,
10.47090,Ibnu Jaya Konsultan,
10.47087,Maltepe Journal of Mathematics,
10.47088,Uluslararasi Tarih Arastirmalari Dergisi,
10.47086,Proceedings of International Mathematical Sciences,
10.47085,Korean Food Marketing Association,
10.47128,International Journal of Research and Development in Pharmacy and Life Sciences (IJRDPL),
10.47121,"Acarological Studies, DergiPark",
10.47105,Nitel Sosyal Bilimler,
10.47103,Bilturk,
10.47093,Sechenov University,
10.47094,Editora Omnis Scientia,
10.47118,Manisa Celal Bayar University,
10.52826,Manisa Celal Bayar University,
10.47096,Revista de Direito Publico Contemporaneo e Revista de Direito da Adm. Publica,
10.47095,Revista Odontologica do Hospital de Aeronautica de Canoas,
10.47099,Conference Proceedings of Science and Technology,
10.52704,Ondokuz Mayis University,
10.47115,Ondokuz Mayis University,
10.47098,Bayburt Universitesi Ilahiyat Fakultesi,
10.47124,ViraVerita E-Journal: Interdisciplinary Encounter,
10.47131,Sekolah Tinggi Agama Kristen Teruna Bhakti,
10.47129,"Bartin University Journal of Faculty of Economics and Administration Sciences, Bartin University",
10.47132,"Christian Reading, Saint Petersburg Theological Academy",
10.47130,Bitlis Eren University,
10.17454,Lexis srl,
10.52292,EdiUNS - Editorial de la Universidad Nacional del Sur,
10.47230,Universidad Estatal del Sur de Manabi (UNESUM),
10.47176,Academic World Research,
10.47144,Pakistan Cardiac Society,
10.47143,Institute of Marine Biology of the NAS of Ukraine,
10.47137,Usak University Journal of Engineering Sciences,
10.47134,Indonesian Journal Publisher,
10.47136,ASBU Law Journal,
10.47140,Kirklareli University,
10.53306,Kirklareli University,
10.47139,Balkanlarda Turk Dili ve Edebiyati Arastirmalari Dergisi,
10.47142,General Education and Citizen,
10.47135,Scriptura Indonesia,
10.47138,Sirnak Universitesi Iktisadi ve Idari Yaklasimlar Dergisi,
10.47141,"Geriatik Bilimler Dergisi (Journal of Geriatric Science), Geriatrik Bilimler Dernegi (Associaton ofg",
10.47145,"Din ve Bilim-Mus Alparslan Universitesi Islami Ilimler Fakultesi Dergisi, Mus Alparslan Universitesi",
10.47148,Federal State Budgetary Institution - All-Russian Research Geological Oil Institute,
10.47147,Kahramanmaras Sutcu Imam Universitesi,
10.47146,Revista Brasileira de Musica,
10.47149,"Revista Praticas Educativas, Memorias e Oralidades",
10.47183,Federal Medical Biological Agency,
10.47162,Societatea Romana de Morfologie,
10.47182,Editorial Verbo Divino,
10.47157,Journal of Interdisciplinary Education: Theory and Practice,
10.47155,Maarif Mektepleri-International Journal of Social and Humanistic Sciences,
10.47156,Journal of Individual Differences in Education,
10.47154,"SCRIPTA : Jurnal Teologi dan Pelayanan Kontekstual, STT Ebenhaezer Tanjung Enim",
10.47153,Yayasan Profesional Muda Cendekia,
10.47164,Perpetual Innovation Media Pvt. Ltd.,
10.47380,"Universidad Pedagogica Nacional, Mexico",
10.47262,The Science Publishers,
10.47171,AVI Publishers,
10.47165,Yayasan Pendidikan Intan Cendekia,
10.47166,Sekolah Tinggi Teologia Paulus Medan,
10.47170,Occam Academic Press Ltd,
10.47169,"Akademik Siyer Dergisi, Kahramanmaras Sutcu Imam Universitesi",
10.47168,Revista Brasileira de Energia,
10.47167,Sekolah Tinggi Alkitab Jember,
10.15637,Rating Academy,
10.47243,Rating Academy,
10.26900,Rating Academy,
10.26809,Rating Academy,
10.53753,Rating Academy,
10.31566,Rating Academy,
10.33390,Rating Academy,
10.24434,SComS,
10.5903,altrelettere,
10.21257,sui generis,
10.24445,conexus,
10.47968,Grand Academic Portal,
10.47191,Everant Journals,
10.34778,DOCA,
10.26043,GiSo,
10.47228,Casemate Publishers and Book Distributors,
10.18754,JfP,
10.47175,Randwick International Research and Analysis Institute,
10.47173,Journal of Al-Mayadine Al-Iktissadia,
10.47197,Federacion Espanola de Asociaciones de Docentes de Educacion Fisica (FEADEF),
10.47180,Editora Mentes Abertas,
10.47281,Fastabiq : Jurnal Studi Islam Fakultas Ilmu Keislaman Muhamadiyah Bandung,
10.47179,Associacao Brasileira de Custos,
10.47178,Universitas Kristen Indonesia Toraja,
10.47188,Galvanotekh,
10.47602,ACT Akademi,
10.47227,"Department of Clinical Pharmacy and Pharmacy Practice, University of Benin",
10.47299,Black Sea Journal of Management and Marketing,
10.47341,Business & Economics Society International (B&ESI),
10.47198,Kementerian Ketenagakerjaan Republik Indonesia,
10.47345,Instituto de Ciencias Juridico-Politicas,
10.47291,Institute for Economic and Social Research (LPEM FEB UI),
10.47266,Ministry of National Development Planning/Bappenas RI,
10.47211,Ana Publishing Private Limited,
10.47199,"Jurnal STIP-AP, STIPER Agrobisnis Perkebunan, Medan",
10.47210,"The Association of Otolaryngologists of India, West Bengal",
10.47209,Fundacao Universidade Federal de Rondonia,
10.47207,Revista Baiana de Educacao Matematica,
10.47200,Universitas Cokroaminoto Yogyakarta,
10.47208,Sociedade em Debate,
10.47204,Knowledge Empowerment Foundation,
10.47202,"Media Akuntansi, STIE St. Pignatelli Surakarta",
10.47203,Indian Association of Preventive and Social Medicine,
10.47201,STIE Kertanegara Malang,
10.47342,Stiftung Munchner Sicherheitskonferenz gGmbH,
10.47329,Universitas Ngurah Rai,
10.54836,Universitas Ngurah Rai,
10.47222,Revista Interinstitucional Brasileira de Terapia Ocupacional,
10.47219,Sekolah Tinggi Teknologi Industri dan Farmasi Bogor,
10.47213,Kayon Media,
10.47218,"Jurnal Kesehatan Panca Bhakti Lampung (JKPBL), STIKes Panca Bhakti Lampung",
10.47216,The Literacy Trek,
10.47212,Alianza de Investigadores Internacionales SAS,
10.47220,Korean Management Practice Association,
10.47215,Asian Journal of Instruction,
10.47217,UNITED LIGHTENING VISION,
10.47214,Research and Experience Journal,
10.47535,"Faculty of Economic Sciences, University of Oradea",
10.47247,V & V Editora,
10.47288,Tarek Waly Center Architecture & Heritage,
10.47411,Badan Wakaf Indonesia,
10.47258,Kolpa Editores,
10.47224,Instituto de Administracao e Gestao Educacional Ltda,
10.47289,The AI Robotics Ethics Society,
10.47263,Sarawak Research Society,
10.47229,Historic England,
10.47372,University of Aden,
10.47340,Millennium Journals,
10.51548,Journal of Communication Technology,
10.47276,Lepra,
10.47233,Universitas Dharma Andalas,
10.47302,"Institute of Statistical Research and Training (ISRT), University of Dhaka",
10.47445,UK Wealth Tax Commission,
10.47232,Sekolah Tinggi Ilmu Ekonomi Trisna Negara,
10.47343,"Department of Graduate Medical Education, HCA Healthcare",
10.47275,Scholit Publishing LLC,
10.47265,CJIM Publishing Group,
10.47379,"Wiener Wissenschafts-, Forschungs- und Technologiefonds (WWTF)",
10.47248,Pivot Science Publication Corp.,
10.47259,Global Scientific Publications,
10.47381,The Society for the Provision of Education in Rural Australia (SPERA),
10.47347,Instituto Geologico Minero y Metalurgico,
10.47261,GNT-Verlag GmbH,
10.47472,International Society of City and Regional Planners,
10.47235,Revista de Morfologia Urbana,
10.47239,"Direktorat GTK Dikmen Diksus, Kemendikbud",
10.47240,Revista da Escola Superior de Guerra,
10.47238,The Scientific Club of Al Manahil Association,
10.47236,Instituto Federal de Educacao Ciencia e Tecnologia do Tocantins,
10.47237,Editora Senso,
10.51406,"Federal University of Agriculture, Abeokuta (FUNAAB)",
10.47242,Editora In Vivo,
10.47554,Instituto Dominicano de Evaluacion e Investigacion de la Calidad Educativa IDEICE,
10.47246,Societatea de Geografie din Romania - Filiala Prahova,
10.47249,Revista Brasileira de Alfabetizacao,
10.47250,Interdisciplinar - Revista de Estudos em Lingua e Literatura,
10.47256,Sekolah Tinggi Pariwisata Ambarrukmo (STIPRAM) Yogyakarta,
10.47255,"Jurnal Ilmiah Spectral, Sekolah Tinggi Bahasa Asing Pontianak",
10.47257,Bilge Uluslararasi Sosyal Arastirmalar Dergisi,
10.47699,Cathays High School,
10.47267,National Library Republic of Uzbekistan,
10.47273,Acta Periodica,
10.47408,Association for Learning Development in Higher Education,
10.47274,"Revista de Derecho, Universidad de Montevideo",
10.47272,Kozigazgatasi es Infokommunikacios Jogi PhD Tanulmanyok,
10.47268,Fakultas Hukum Universitas Pattimura,
10.47269,Kantor Bahasa Kepulauan Riau,
10.47270,Revista Alembra,
10.47271,Jogi- es tarsadalomtudomanyi kozlemenyek a kozossegek szolgalataban,
10.38045,Asociatia de Biosiguranta si Biosecuritate din Republica Moldova,
10.47620,Middle East Forum,
10.47279,Zakarpatian State Agricultural Experimental Station of NAAS of Ukraine,
10.47326,Ontario COVID-19 Science Advisory Table (OCSAT),
10.47300,Universidad Internacional de Ciencia y Tecnologia,
10.47286,Universidad Catolica de Oriente,
10.47284,Cadernos de Campo: Revista de Ciencias Sociais,
10.47283,Revista Tecnologica da Fatec Americana,
10.47285,Scientific Research Initiative,
10.47292,STMIK Amikbandung,
10.47382,"Archeologicky ustav AV CR, Brno, v. v. i.",
10.47301,Find Publishing and Research,
10.47346,London Tech Press,
10.47487,Instituto Nacional Cardovascular - Carlos Alberto Peschiera Carrillo,
10.26389,The Arab Journal of Sciences and Research Publishing,
10.47296,Centro Universitario Sagrado Coracao - Unisagrado,
10.47293,Institute for Humanities Jeju National University,
10.47294,KSBDA (Korea Society of Basic Design & Art),
10.47297,World Scientific Publishing House Ltd,
10.47295,Universidade Regional do Cariri,
10.47330,Design Computation,
10.53961,Sekolah Tinggi  Agama Islam Ma'arif Magetan,
10.51356,Sociedade Portuguesa de Psicanalise,
10.47659,Membrana Institute,
10.47303,Akademi Kebidanan Palu,
10.47306,Associacao Caruaruense de Ensino Superior e Tecnico - ASCES-UNITA,
10.47305,"Journal of Liberty and International Affairs, Institute for Research and European Studies - Bitola",
10.47304,Sekolah Tinggi Teologi Pelita Dunia,
10.47891,Sabratha University,
10.51346,Tashkent State Technical University,
10.47309,Institute of Strategic Research of the Republic of Bashkortostan,
10.47313,Universitas Nasional,
10.47311,International Journal Of English and Studies,
10.47312,Asosiasi Fakultas Ekonomi & Bisnis Indonesia,
10.47657,"Department of Information Management, University of the Punjab, Lahore",
10.47319,Revista de Direitos Fundamentais e Tributacao,
10.47317,STIKES Wira Husada Yogyakarta,
10.47318,Ludika Centro de acompanamiento y desarrollo infantil,
10.47544,"International Organization for Health, Sports, and Kinesiology",
10.47320,Revista da Associacao Brasileira de Nutricao - RASBRAN,
10.47444,"AMOGJ - Angolan Mineral, Oil & Gas Journal, SA",
10.47321,Revista Pesquisas e Praticas Educativas,
10.47315,State Archival Service of Ukraine,
10.47316,South Kazakhstan Medical Academy,
10.47328,Pro-Reitoria de Pesquisa e Pos-Graduacai - UFV,
10.47324,Akademi Ilmu Komputer Ternate,
10.47409,"The Institute of Psychotherapy, Psychological Counseling and Clinical Supervision (IPCS)",
10.47649,Kh.Dosmukhamedov Atyrau University,
10.47323,"Uniqbu Journal of Social Sciences, Universitas Iqra Buru",
10.47322,"Uniqbu Journal of Exact Sciences, Universitas Iqra Buru",
10.47325,Ogranak Matice hrvatske u Daruvaru,
10.47393,"The University of Danang - University of Science and Education, Vietnam",
10.47327,UNIKA Journal of Health Sciences,
10.47377,Editora Nomada,
10.47397,TeX Users Group,
10.47337,Magallat al-ibda al-riyadi,
10.47333,Modernism and Postmodernism Studies Network in Turkey,
10.47334,The Korean Academic Group of Comparative Study on East Asia,
10.47332,Publishing house URSS,
10.47335,"Jurnal EMA (Ekonomi Manajemen Akuntansi), Universitas Merdeka Pasuruan",
10.47336,LLC NIVA,
10.47338,Journal of Neonatal Surgery,
10.47339,British Columbia Institute of Technology (BCIT),
10.47396,DECENT Database,
10.47420,Deutscher Arzteverlag GmbH,
10.48108,"Jurnal BPPK, Badan Pendidikan dan Pelatihan Keuangan Kementerian Keuangan RI",
10.47390,LLC SCIENCEPROBLEMS TEAM,
10.47395,SeekingPro,
10.47608,Ministry of Tourism and Creative Economy,
10.26119,Special Astrophysical Observatory of the Russian Academy of Sciences,
10.47351,Centre for Problems of Control and Security,
10.47359,Aegitas Publishing House,
10.47349,Perhimpunan Biologi Indonesia,
10.52003,Erzurum Technical University,
10.54672,Erzurum Technical University,
10.47358,Erzurum Technical University,
10.47354,Universitas Fajar,
10.47361,The Centre for Education and Methodics of the FAS Russia,
10.47357,UFAM Business Review - UFAMBR,
10.47355,Java Scientific Academy,
10.47353,Universitas 45 Mataram,
10.47352,Pandawa Institute,
10.47350,Matrosov Institute for System Dynamics and Control Theory of Siberian Branch of RAS,
10.47360,Mediar Press,
10.47362,Electronic Journal of Social and Strategic Studies,
10.47407,MediaMedica - MMA Limited Liability Company,
10.47365,Litinfinite Journal,
10.51682,Technova Publications,
10.47364,WWF Russia,
10.51266,"Jurnal Borneo Akcaya, Badan Penelitian dan Pengembangan Provinsi Kalimantan Barat",
10.47457,Sekolah Tinggi Teologi Injili Arastamar (SETIA) Jakarta,
10.47991,CMJ Publishing Solutions,
10.47368,"University of Zurich, IKMZ – Department of Communication and Media Research",
10.47367,Ivanovo State Polytechnic University,
10.47366,Universidad del Pacifico - Colombia,
10.47744,Barnard Press Inc,
10.47436,Faculty of Fine Arts - Cairo,
10.52054,Universa BV,
10.52628,Universa BV,
10.51821,Universa BV,
10.47671,Universa BV,
10.47370,Maikop State Technological University,
10.47371,The Mycological Society of Japan,
