doi_prefix,publisher_2022,publisher_2013
10.7704,Korean College of Helicobacter and Upper Gastrointestinal Research,Korean College of Helicobacter and Upper Gastrointestinal Research (KAMJE)
10.7705,Instituto Nacional de Salud (Colombia),Instituto Nacional de Salud
10.7708,"City Net Scientific Research Center Ltd., Belgrade","Scientific Research Center, Ltd. Belgrade"
10.7718,International Association for Multidisciplinary Research (IAMURE),International Association of Multidisciplinary Research
10.7711,Fondazione Eni Enrico Mattei (FEEM),Fondazione Eni Enrico Mattei
10.7719,Philippine Association of Institutions for Research (PAIR),Philippine Association of Institutions for Research
10.7732,The Plant Resources Society of Korea,The Plant  Resources Society of Korea
10.7734,Computational Structural Engineering Institute of Korea,The Computational Structural Engineering Institute
10.7739,Korean Association of Fundamentals of Nursing,Korean Academy of Fundamentals of Nursing
10.7741,The Costume Culture Association,The Korean Culture Association
10.7592,Estonian Literary Museum Scholarly Press,Estonian Literary Museum Scholary Press
10.7438,Jurnalul de Chirurgie (Journal of Surgery),Jurnalul de Chirurgie Journal of Surgery
10.7755,NMFS Publications Office,NMFS Scientific Publications Office
10.7748,RCN Publishing Ltd.,RCN Publishing
10.7577,OsloMet - Oslo Metropolitan University,Oslo and Akershus University College of Applied Sciences
10.7437,Brazilian Center for Physical Research,Brazilian Center for Physican Research
10.3217,Verlag der Technischen Universitat Graz,Verlag der Technischen Universitat Graz (mEDRA)
10.7724,Nucleo de Pesquisa em Ecologia e Biodiversidade,Nucelo de Pesquisa em Ecologia e Biodiversidade
10.7751,Royal Botanical Gardens and Domain Trust,Royal Botanica Gardens and Domain Trust
10.7769,Revista de Gestae e Secretariado (GESEC),Revista de Gestae e Secretariad
10.7768,Western Kentucky University,Western Kentucky Libraries
10.7779,The Korean Society of Nondestructive Testing,The Korean Society for Nondestructive Testing
10.4415,Istituto Superiore di Sanita,Istituto Superiore di Sanita (mEDRA)
10.7791,"Sumart Processing Society for Minerals, Environment and Energy","Sumart Processing Society for Materials, Environment and Energy"
10.7792,Japanese Society of Limb Salvage and Podiatric Medicine,Japanee Society of Limb Salvage and Podiatric Medicine
10.7774,Korean Vaccine Society,Korean Vaccine Society (KAMJE)
10.7814,Saint Louis University,St. Louis University
10.7124,Institute of Molecular Biology and Genetics (NAS Ukraine),"Institute of Molecular Biology and Genetics, NAS Ukraine"
10.7838,Society for e-Business Studies,Society fo e-Business Studies
10.7848,"Korean Society of Surveying, Geodesy, Photogrammetry and Cartolography","Korean Society of Surveying, Geodesy, Photogrammetry and Cartography"
10.7829,CEU Educational-Service Non-profit LLC,Central European University Press
10.7874,The Korean Audiological Society,The Korean Audiological Society (KAMJE)
10.7878,Japan Society of Sarcoidosis and Other Granulomatous Disorders,Japan Society of Sarcoidosis and other Granulomatous Disorders
10.7883,"Editorial Committee of Japanese Journal of Infectious Diseases, National Institute of Infectious Dis","Editorial Committee of Japanese Journal of Infectious Diseases, National Institute of Infectious Diseases"
10.7884,Turkce Edebiyat Kultur Egitim (TEKE) Dergisi,Turkce Edebiyat Kultur Egitim Dergisi
10.4087,Grand Valley State University Libraries,The Foundation Review
10.9723,The Korea Society of Industrial Systems,The Korea Society for Industrial Systems
10.7905,Bogdan Khmelnitsky Melitopol State Pedagogical University,Bogdan Chmelnitskiy Melitopol State Pedagogical University
10.9745,"Johns Hopkins School Bloomberg School of Public Health, Center for Communication Programs","Johns Hopkins Bloomberg School of Public Health, CEnter for Communication Programs"
10.7896,AKI Nonprofit Kft,Research Institute of Agricultural Economics
10.7904,"The Exact Science Department, Banat's Journal of Biotechnology","Exact Sciences Department, Banat's Journal of Biotechnology"
10.7818,Asociacion Espanola de Ecologia Terrestre (AEET),Asociacion Espanola de Ecologia Terrestre
10.9753,Coastal Engineering Research Council,Coastal Engineering Reserach Council
10.9758,Korean College of Neuropsychopharmacology,Korean Collge of Neuropsychopharmacology (KAMJE)
10.9755,"Faculty of Food and Agriculture, United Arab Emirates University","Faculty of Food and Agriculture, United Arab Emerites University"
10.9762,Digital Games Research Association Japan,The Japan Society for Production Management
10.9777,The Company of Scientists,eOpen Access Publishing
10.9779,Pamukkale University,Pamukkale University Journal of Education
10.9781,Universidad Internacional de La Rioja,IMAI Software - International Journal of Interactive Multimedia and Artificial Intelligence
10.9784,"Blay Publishers, LLC",Blay Publishers
10.9795,National Institute of Advanced Industrial Science,National Institute of Advanced Industrial Scicence
10.11005,Korean Society for Bone and Mineral Research,The Korean Society of Bone Metabolism (KAMJE)
10.7866,Instituto Estudios Fiscales,Instituto de Estudios Fiscales
10.11106,Korean Thyroid Association,Korean Thyroid Association (KAMJE)
10.11109,The Korean Society of Animal Environmental Science & Technology,The Korean Society for Livestock Housing and Environment
10.11111,Korean Academy of Nursing Administration,Korean Academy of Nursing Administration (KAMJE)
10.11118,Mendel University Press,Mendel University  Press
10.3108,The Higher Education Academy,Centre for Bioscience
10.9785,Verlag Dr. Otto Schmidt,Verlag Dr. Otto Schmidt KG
10.9786,Korea Society of Waste Management,Korea Society of Waste Managment
10.9782,Division of International Special Education and Services (DISES),Division of International Special Education and Services  - DISES
10.11127,Gokaraju Rangaraju Educational Society,Greit Publications
10.11129,DETAIL Business Information GmbH,Institut Fuer Internationale Architektur Dokumentation
10.11137,Universidade Federal do Rio de Janeiro,Instituto de Geociencias - UFRJ
10.11149,The Korean Academy of Preventive Dentistry and Oral Health,Korean Academy of Oral Health (KAMJE)
10.11567,Institut Za Migracije I Narodnosti (Institute for Migration and Ethnic Studies),Institut Za Migracije I Narodnosti -Institute for Migration and Ethnic Studies
10.11605,Nature Research Society,Open Access Science Organization Limited
10.11606,"Universidade de Sao Paulo, Agencia USP de Gestao da Informacao Academica (AGUIA)",Universidade de Sao Paulo Sistema Integrado de Bibliotecas - SIBiUSP
10.11608,Croatian Nurses Association (CNA),Croatian Nurses Association
10.11611,Yonetim ve Ekonomi Arastirmalari Dergisi - Journal of Management and Economics Research,Yonetim ve Ekonomi Arastirmalan Dergisi - Journal of Management and Economics Research
10.12724,Christ University Bangalore,Christ University Bangalore - Artha Journal of Social Sciences
10.12725,Christ University Bangalore,Christ University Bangalore - Ushus Journal of Business Management
10.12723,Christ University Bangalore,Christ University Bangalore - Mapana Journal of Sciences
10.12728,Christ University Bangalore,Christ University Bangalore - Christ University Law Journal
10.12726,Christ University Bangalore,Christ University Bangalore - Tattva Journal of Philosophy
10.12727,Christ University Bangalore,Christ University Bangalore - Atna Journal of Tourism Studies
10.11637,Korean Association of Physical Anthropologists,Korean Association of Physical Anthropologists (KAMJE)
10.11641,Japan Gastrointestinal Endoscopy Society,"Japan Gastrointestinal Endoscopy Society, Kanto Chapter"
10.11628,"Korean Society for People, Plants, and Environment","Korean Society for People, Plants and Environment"
10.7243,Herbert Publications PVT LTD,Herbert Publications
10.12976,Magnolia Press,Journal of Insect Biodiversity
10.11644,Korean Institute for International Economic Policy,Korea Institute for International Economic Policy
10.12671,The Korean Fracture Society,The Korean Fracture Society (KAMJE)
10.12658,Ilmi Etudler Dernegi (ILEM),Ilmi Etudler Dernegi - ILEM
10.12659,"International Scientific Information, Inc.",International Scientific Literature
10.12703,Faculty Opinions Ltd,"Faculty of 1000, Ltd."
10.12701,Yeungnam University College of Medicine,Yeungnam University College of Medicine (KAMJE)
10.12695,"School of Business and Management, Institut Teknologi Bandung","School of Business and Management, Institut Teknologui Bandung"
10.12681,National Documentation Centre (EKT),National Documentation Centre
10.12708,Delinat Institute,Delinat Instsitute
10.12706,Asociacion Interprofesional Desarrollo Agrario (AIDA),Asociacion Interprofesional Desarrollo Agrario AIDA
10.12739,NWSA Academic Journals,E-Journal of New World Sciences
10.12771,"The Ewha Medical Journal, Ewha Womans University College of Medicine",Ewha Womans University School of Medicine (KAMJE)
10.12747,Journal Review Foundation,Business Ethics Journal Review
10.12777,Faculty of Engineering Diponegoro University,Chemical Engineering Diponegoro University
10.12697,University of Tartu,University of Tartu Press
10.12779,Korean Dementia Association,Korean Dementia Association (KAMJE)
10.12786,Korean Society for Neurorehabilitation,Korean Society for Neurorehabilitation (KAMJE)
10.12785,Deanship of Scientific Research,Scientific Publishing Center
10.12793,Korean Society for Clinical Pharmacology and Therapeutics,Korean Society for Clinical Pharmacology and Therapeutics (KAMJE)
10.12776,"Technical University of Kosice, Faculty of Materials, Metallurgy and Recycling","Technical University of Kosice, Faculty of Manufacturing Technologies"
10.12799,Korean Academy of Community Health Nursing,Korean Academy of Community Health Nursing (KAMJE)
10.12791,The Korean Society for Bio-Environment Control,Korean Society for Bio-Environment Control
10.12741,Entomologistas do Brasil,Entomo Brasilis
10.12746,The Southwest Respiratory and Critical Care Chronicles (SWRCCC),The Southwest Respiratory and Critical Care Chronicles - SWRCCC
10.12798,Revista Fluminense de Odontologia (International Journal of Science Dentistry) - RFO,Revista Fluminense de Odontologia  - International Journal of Science Dentistry  - RFO
10.12795,Editorial Universidad de Sevilla,Secretariado de Publicaciones Universidad de Sevilla
10.12816,TechKnowledge General Trading LLC,"Al Manhal FZ, LLC"
10.12934,The Korean Academy of Psychiatric and Mental Health Nursing,The Korean Academy of Psychiatric and Mental Health Nursing (KAMJE)
10.12933,Asociacion Mexicana de Mastozoologia,Asociacion Mexicana de Mastozoologia A.C.
10.12926,American Society of Group Psychotherapy and Psychodrama (ASGPP),American Society of Group Psychotherapy and Pyschodrama - ASGPP
10.12699,Lam Dong Medical College,French-Vietnamese Association of Pulmonology
10.12953,Revista de Ciencia de Madeira,Revista de Ciencia da Madeira
10.12955,CBU Research Institute,Central Bohemia University
10.12957,Universidade de Estado do Rio de Janeiro,Universidade do Estado do Rio de Janeiro UERJ
10.12946,Max Planck Institute for Legal History and Legal Theory,Max Planck Institut fur europaische Rechtsgeschichte
10.12802,Revista Latinoamericana de Investigacion en Matematica Educativa (RELIME),Revista Latinoamericana e Investigacion en Matematica Educativa RELIME
10.12989,Techno-Press,Techno Press
10.12992,"International Language, Literature and Folklore Researches Journal","International Language, Literature and Folklore Researchers Journal"
10.12738,Egitim Danismanligi ve Arastirmalari (EDAM),Egitim Danismanligi ve Arastirmalari Merkezi - EDAM
10.12996,Gazi University Faculty of Medicine,Gazi University
10.12997,Korean Society of Lipidology and Atherosclerosis,Korean Society of Lipidology and Atherosclerosis (KAMJE)
10.13004,Korean Neurotraumatology Society,Korean Neurotraumatology Society (KAMJE)
10.13029,Korean Association of Pediatric Surgeons,Korean Association of Pediatric Surgeons (KAMJE)
10.13032,"Optimal Clinical, Ltd.",Optimal Clinical Ltd.
10.13034,Journal of Student Science and Technology,Canadian Young Scientist Journal/Revue Canadienne des Jeunes Scientifiques
10.13037,USCS Universidade Municipal  de Sao Caetano do Sul,USCS Universidade Municipal de Sao Caetano do Sul
10.13031,American Society of Agricultural and Biological Engineers (ASABE),American Society of Agricultural and Biological Engineers
10.12994,Mediros Clinical Solutions Pty Ltd,Mediros Clinical Solutions
10.13067,The Korea Institute of Electronic Communication Sciences,The Korean Institute of Electronic Communication Sciences
10.12961,Associacio catalana de Salut Laboral,Societat Catalana de Seguretat I Medicina del Treball
10.13054,Mevlana International Journal of Education,Mevlana Internationl Journal of Education
10.13044,SDEWES Centre,International Centre for Sustainable Development of Water
10.1601,"NamesforLife, LLC","NamesForLife, LLC"
10.13041,The Korean Society of Preventive Veterinary Medicine,Korean Society of Preventive Veterinary Medicine
10.13071,Revista Gestao & Conexoes (Management and Connections Journal),Revista Gestao & Conexoes - Management and Connections Journal
10.13081,Korean Society for the History of Medicine,The Korean Society for the History of Medicine
10.12943,Canadian Nuclear Laboratories Limited,Atomic Energy of Canada Limited
10.2218,Edinburgh University Library,"UKOLN, University of Bath"
10.7565,Edinburgh University Library,Language and Psychoanalysis
10.12922,Human Performance Consortium,Human Performance Corsortium
10.11649,Institute of Slavic Studies Polish Academy of Sciences,Institute of Slavic Studies of the Polish Academy of Sciences
10.13103,The Korean Society of Food Hygiene and Safety,The Korean Society of Food Hygiene an Safety
10.13104,Korean Society of Magnetic Resonance in Medicine,Korean Society of Magnetic Resonance in Medicine (KAMJE)
10.13108,"Institute of Mathematics, USC RAS",Institute of Mathematics USC RAS
10.13156,Arachology,BioOne - Arachnology
10.13157,Ardeola,BioOne - Ardeola
10.13158,Herzogia,BioOne - Herogia
10.3301,Societa Geologica Italiana,Societa Geologica Italiana (mEDRA)
10.13179,Borderless Science Publishing,Borderless Scicence Publishing
10.13167,Faculty of Civil Engineering and Architecture Osijek,Faculty of Civil Engineering Osijek
10.13166,"Alcide De Gasperi University of Euroregional Economy in Jozefow, Poland",Wyzsza Szkola Gospodarki Euroregionalnej im. Alcide de Gasperi w Jozefowie
10.14192,Korean Society for Healthcare-associated Infection Control and Prevention,Korean Society for Nosocomial Infection Control (KAMJE)
10.13184,Fundacion de Ciencias de la Salud,Fundacion de Ciencias de al Salud
10.14193,Korean Foot and Ankle Society,Korean Foot and Ankle Society (KAMJE)
10.14203,Indonesian Institute of Sciences,Research Center for Electrical Power and Mechatronics
10.5931,Dalhousie Libraries,Dalhousie Journal of Interdisciplinary Management
10.7458,Instituto Universitario de Lisboa (ISCTE-IUL),Centro de Investigacao e Estudos de Sociologica
10.5716,Center for International Forestry Research (CIFOR) and World Agroforestry Centre (ICRAF),World Agroforestry Centre
10.88888,Test accounts,CrossRef
10.11599,Asociatia Pentru Cresterea Vizibilitatii Cercetarii Stiintifice (ACVCS),European HIV/AIDS and Infectious Diseases Academy
10.2807,European Centre for Disease Control and Prevention (ECDC),Publications Office of the European Union
10.7573,BioExcel,"Just Medical Media, Ltd."
10.11143,Fennia - International Journal of Geography,Geographical Societ of Finland
10.7766,Open Library of the Humanities,Martin Eve
10.9791,Auckland University of Technology (AUT) Library,New Zealand Association of Psychotherapists
10.13003,Crossref,CrossRef Prefix
10.50505,Crossref,CrossRef test prefix
10.12744,International Association of Applied Neuroscience,"Dahlitz Media Pty, Ltd."
10.5596,University of Alberta Libraries,Canadian Health Libraries Association
10.5508,University of Alberta Libraries,Journal of Hebrew Scriptures
10.13043,Universidad de los Andes,Revista Desarrollo y Sociedad
10.5719,"Faculty of Geography, Bucharest University",Human Geographies
10.12789,University of New Brunswick Libraries - UNB,Geological Association of Canada
10.4138,University of New Brunswick Libraries - UNB,Atlantic Geology
10.12801,Maynooth University,Dancecult: Journal of Electronic Dance Music Culture
10.2989,National Inquiry Services Center (NISC),Informa UK (National Inquiry Services Center)
10.3352,Korea Health Personnel Licensing Examination Institute,National Health Personnel Licensing Examination Board of the Republic of Korea
10.7885,bepress,"Kennesaw State University, Horace W. Sturgis Library"
10.7788,Brill Deutschland GmbH,Bohlau Verlag
10.13109,Brill Deutschland GmbH,"Vandenhoeck & Ruprecht GmbH & Co, KG"
10.7327,VSB - Technical University of Ostrava,"Faculty of Economics, VSB Technical University of Ostrava"
10.7308,Universidade Federal de Minas Gerais - Pro-Reitoria de Pesquisa,Arquivos em Odontologia
10.2168,Centre pour la Communication Scientifique Directe (CCSD),Logical Methods in Computer Science
10.5993,JCFCorp SG PTE LTD,PNG Publishers
10.12972,Docuhut Publishing,"Docuhut, Co., Ltd."
10.3343,Annals of Laboratory Medicine,Korean Society for Laboratory Medicine (KAMJE)
10.5826,Mattioli1885,Derm101.com
10.7827,International Balkan University,Journal of Turkish Studies
10.4014,Journal of Microbiology and Biotechnology,Korean Society for Microbiology and Biotechnology
10.3906,The Scientific and Technological Research Council of Turkey (TUBITAK-ULAKBIM),Scientific and Technological Research Council of Turkey
10.3813,Wissenschaftliche Verlagsgesellschaft mbH,S. Hirzel Verlag
10.7767,Brill Osterreich GmbH,Bohlau Verlag
10.5185,International Association of Advanced Materials,VBRI Press
